"","lon","lat"
"1240",-97.1,27.85
"1241",-97.58,29.58
"1242",-95.77,31.76
"1243",-101.07,34.43
"1244",-100.5,31.92
"1245",-98.19,26.15
"1246",-95.57,28.87
"1247",-95.44,30.13
"1248",-100.48,31.44
"1249",-98.62,29.32
"1250",-94.32,30.52
"1251",-96.1,32.15
"1252",-94.42,31.96
"1253",-95.3,32.28
"1254",-97.08,28.87
"1255",-97.05,31.52
"1256",-98.63,33.89
"1257",-97.42,28.11
"1258",-112.27,41.48
"1259",-113.11,37.69
"1260",-109.35,40.37
"1261",-113.4,39.81
"1262",-111.91,40.45
"1263",-112.52,37.03
"1264",-111.83,41.8
"1265",-109.45,38.57
"1266",-112.06,41.22
"1267",-111.67,40.25
"1268",-113.6,37.15
"1269",-111.89,40.77
"1270",-112.98,37.21
"1271",-78.99,38.2
"1273",-78.73,38.17
"1274",-82.24,37.25
"1275",-77.33,38.37
"1276",-78.81,36.73
"1277",-78.57,38.07
"1278",-75.94,37.19
"1280",-77.89,39.12
"1281",-77.19,38.71
"1282",-79.87,37.53
"1283",-78.19,38.14
"1284",-81.78,36.79
"1285",-77.28,37.37
"1286",-77.81,38.09
"1287",-76.1,36.85
"1288",-79.48,37.85
"1289",-76.31,37.44
"1290",-77.43,38.84
"1291",-76.4,37.08
"1292",-78.17,39.05
"1293",-79.04,38.43
"1294",-78.46,38.59
"1295",-81.49,37.13
"1296",-82.64,36.94
"1297",-76.7,37.28
"1298",-75.7,37.67
"1299",-78.55,37.85
"1300",-78.96,37.98
"1301",-73.22,42.89
"1302",-72.66,42.86
"1303",-73.22,44.48
"1304",-72.35,44.6
"1305",-73.25,44.82
"1306",-73.3,44.18
"1307",-71.85,44.81
"1308",-73.27,43.96
"1309",-72.44,44.28
"1310",-73.01,43.6
"1311",-72.53,43.33
"1312",-72.54,43.1
"1313",-72.87,43.19
"1314",-72.65,43.62
"1315",-122.56,48.81
"1316",-122.98,46.11
"1317",-122,47.59
"1318",-122.25,47.85
"1319",-120.59,47.01
"1321",-122.18,47.36
"1323",-119.32,47.14
"1324",-121.24,48.66
"1326",-122.85,47.07
"1329",-122.39,48.3
"1331",-122.33,47.6
"1332",-123,48.58
"1334",-117.41,47.72
"1335",-122.52,47.23
"1336",-119.18,46.24
"1337",-120.42,46.36
"1338",-118.62,46.08
"1339",-120.12,48.36
"1340",-120.32,47.46
"1341",-118.23,46.07
"1342",-120.46,46.59
"1343",-89.93,43.97
"1344",-89.27,44.45
"1345",-88.42,44.26
"1346",-90.02,44.49
"1347",-90.91,46.58
"1348",-89.74,43.49
"1349",-90.97,46.8
"1350",-90.89,44.24
"1351",-91.03,42.99
"1352",-89.9,42.78
"1353",-91.37,44.97
"1354",-89.24,42.83
"1355",-89,43.31
"1356",-88.93,44.72
"1357",-90.11,43.06
"1358",-91.95,44.69
"1359",-87.19,45.1
"1360",-88.83,42.9
"1361",-88.32,43.81
"1362",-90.42,45.88
"1363",-88.02,44.48
"1364",-90.73,45.2
"1365",-89.06,43.87
"1366",-92.68,45.77
"1367",-88.38,43.32
"1368",-91.09,45.29
"1369",-88.64,43.53
"1370",-87.93,42.59
"1371",-90.58,43.76
"1372",-91.25,43.81
"1373",-88.5,42.58
"1374",-92.53,45.47
"1375",-88.61,45.22
"1376",-89.38,43.07
"1377",-90.28,45.23
"1378",-89.76,43
"1379",-87.92,43.1
"1380",-89.78,45.22
"1381",-87.76,44.02
"1382",-91.95,44.43
"1383",-92.56,45.07
"1384",-88.5,43.14
"1385",-88.58,44.03
"1386",-90.56,44.98
"1387",-87.82,45.1
"1388",-89.1,46.04
"1389",-88,43.76
"1390",-89.4,43.4
"1391",-87.91,44.82
"1392",-87.9,42.75
"1393",-88,43.41
"1394",-90.36,43.27
"1395",-89.41,45.64
"1396",-89.06,43.55
"1397",-87.29,44.89
"1398",-89.85,43.27
"1399",-87.84,43.7
"1400",-88.63,44.43
"1401",-90.23,44.8
"1402",-89.57,44.52
"1403",-88.26,44.05
"1404",-88.55,44.74
"1405",-89.05,45.8
"1406",-91.43,44.01
"1407",-90.7,44.71
"1408",-88.36,42.97
"1409",-88.04,42.93
"1410",-89.82,44.38
"1411",-89.62,44.95
"1412",-89.19,44.11
"1413",-81.71,38.36
"1414",-77.85,39.33
"1415",-78.5,39.34
"1416",-82.43,38.39
"1417",-78.11,39.45
"1418",-80.45,37.8
"1419",-79.92,39.64
"1420",-81.16,38
"1421",-82.19,38.51
"1422",-80.92,37.58
"1423",-81.56,39.25
"1424",-80.66,40.1
"1425",-105.59,41.3
"1426",-106.5,42.58
"1427",-106.74,44.41
"1428",-106.43,42.78
"1429",-104.82,41.14
"1430",-109.06,44.48
"1431",-109.63,43.53
"1432",-111.05,41.41
"1433",-105.49,44.34
"1434",-109.47,41.53
"1435",-110.73,43.57
"1436",-108.72,42.82
"1437",-106.94,44.59
"1438",-106.98,44.81
"1439",-110.98,42.85
"1443",-93.92,33.47
"1444",-116.73,33.21
"1445",-117.12,32.65
"1446",-120,38.94
"1447",-120.98,38.12
"1448",-86.83,38.84
"1449",-87.47,36.86
"1450",-76.17,39.6
"1451",-68.02,46.68
"1452",-83.85,42.86
"1453",-86.42,43.96
"1454",-93.2,45.4
"1455",-96.07,46.28
"1456",-90.41,36.77
"1457",-111.65,45.4
"1459",-98.17,41.83
"1460",-70.52,43.03
"1461",-75.47,43.3
"1462",-81.23,41.7
"1463",-97.78,34.57
"1464",-94.95,36.4
"1465",-75.52,41.87
"1466",-102.18,45.83
"1467",-104.62,50.5
"1468",-87.75,36.48
"1469",-85.78,35.67
"1470",-99.75,32.35
"1471",-98.39,26.22
"1472",-106.48,31.78
"1473",-98.29,32.76
"1474",-94.21,33.28
"1475",-123.99,46.56
"1476",-88.93,44.22
"1481",-84.18,34.52
"1482",-94.56,39.47
"1483",-91.38,31.62
"1484",-64.79,46.09
"1486",-106.04,31.81
"1487",-110.68,31.48
"1488",-84.35,41.55
"1489",-123.58,45.27
"1490",-106.05,37.5
"1491",-90.36,38.95
"1492",-82.92,32.63
"1493",-74.03,40.94
"1494",-75.28,41
"1496",-67.65,44.54
"1498",-89.7,45.88
"1499",-90.58,42.69
"1500",-93.84,40.67
"1501",-85.74,44.92
"1502",-119.07,36.37
"1503",-79.42,36.59
"1504",-79.19,37.4
"1505",-95.57,29.15
"1506",-79.31,38.66
"1507",-119.28,50.27
"1508",-71.97,45.32
"1509",-96.37,29.63
"1510",-75.52,41.87
"1511",-82.53,42.02
"1512",-73.62,43.3
"1513",-75.47,43.3
"1514",-113.98,44.63
"3124",-112.251860907804,52.7506721952614
"31310",-111.751860907804,52.7506721952614
"3142",-111.251860907804,52.7506721952614
"3152",-110.751860907804,52.7506721952614
"3161",-110.251860907804,52.7506721952614
"3171",-109.751860907804,52.7506721952614
"3181",-109.251860907804,52.7506721952614
"319",-108.751860907804,52.7506721952614
"3201",-108.251860907804,52.7506721952614
"3211",-107.751860907804,52.7506721952614
"3221",-107.251860907804,52.7506721952614
"3231",-106.751860907804,52.7506721952614
"32410",-106.251860907804,52.7506721952614
"32510",-105.751860907804,52.7506721952614
"4451",-115.751860907804,52.2506721952614
"4461",-115.251860907804,52.2506721952614
"4471",-114.751860907804,52.2506721952614
"4481",-114.251860907804,52.2506721952614
"4491",-113.751860907804,52.2506721952614
"45010",-113.251860907804,52.2506721952614
"45210",-112.251860907804,52.2506721952614
"4536",-111.751860907804,52.2506721952614
"4542",-111.251860907804,52.2506721952614
"4551",-110.751860907804,52.2506721952614
"4561",-110.251860907804,52.2506721952614
"4574",-109.751860907804,52.2506721952614
"4585",-109.251860907804,52.2506721952614
"4591",-108.751860907804,52.2506721952614
"4601",-108.251860907804,52.2506721952614
"4611",-107.751860907804,52.2506721952614
"4621",-107.251860907804,52.2506721952614
"4649",-106.251860907804,52.2506721952614
"4651",-105.751860907804,52.2506721952614
"4661",-105.251860907804,52.2506721952614
"4673",-104.751860907804,52.2506721952614
"4682",-104.251860907804,52.2506721952614
"5788",-119.251860907804,51.7506721952614
"57910",-118.751860907804,51.7506721952614
"5803",-118.251860907804,51.7506721952614
"5815",-117.751860907804,51.7506721952614
"5821",-117.251860907804,51.7506721952614
"5832",-116.751860907804,51.7506721952614
"5851",-115.751860907804,51.7506721952614
"5861",-115.251860907804,51.7506721952614
"5881",-114.251860907804,51.7506721952614
"5891",-113.751860907804,51.7506721952614
"5901",-113.251860907804,51.7506721952614
"5919",-112.751860907804,51.7506721952614
"5922",-112.251860907804,51.7506721952614
"59310",-111.751860907804,51.7506721952614
"5942",-111.251860907804,51.7506721952614
"5952",-110.751860907804,51.7506721952614
"5967",-110.251860907804,51.7506721952614
"5971",-109.751860907804,51.7506721952614
"5981",-109.251860907804,51.7506721952614
"5991",-108.751860907804,51.7506721952614
"6001",-108.251860907804,51.7506721952614
"6021",-107.251860907804,51.7506721952614
"6031",-106.751860907804,51.7506721952614
"6041",-106.251860907804,51.7506721952614
"6054",-105.751860907804,51.7506721952614
"6063",-105.251860907804,51.7506721952614
"6074",-104.751860907804,51.7506721952614
"6084",-104.251860907804,51.7506721952614
"6094",-103.751860907804,51.7506721952614
"6104",-103.251860907804,51.7506721952614
"6115",-102.751860907804,51.7506721952614
"7141",-121.251860907804,51.2506721952614
"7151",-120.751860907804,51.2506721952614
"7161",-120.251860907804,51.2506721952614
"7171",-119.751860907804,51.2506721952614
"7181",-119.251860907804,51.2506721952614
"71910",-118.751860907804,51.2506721952614
"7211",-117.751860907804,51.2506721952614
"7221",-117.251860907804,51.2506721952614
"7231",-116.751860907804,51.2506721952614
"7241",-116.251860907804,51.2506721952614
"7251",-115.751860907804,51.2506721952614
"7291",-113.751860907804,51.2506721952614
"730",-113.251860907804,51.2506721952614
"7321",-112.251860907804,51.2506721952614
"7331",-111.751860907804,51.2506721952614
"7341",-111.251860907804,51.2506721952614
"7351",-110.751860907804,51.2506721952614
"7361",-110.251860907804,51.2506721952614
"7371",-109.751860907804,51.2506721952614
"7381",-109.251860907804,51.2506721952614
"7391",-108.751860907804,51.2506721952614
"7401",-108.251860907804,51.2506721952614
"7411",-107.751860907804,51.2506721952614
"7421",-107.251860907804,51.2506721952614
"7441",-106.251860907804,51.2506721952614
"7451",-105.751860907804,51.2506721952614
"7461",-105.251860907804,51.2506721952614
"7471",-104.751860907804,51.2506721952614
"7481",-104.251860907804,51.2506721952614
"7491",-103.751860907804,51.2506721952614
"7501",-103.251860907804,51.2506721952614
"7511",-102.751860907804,51.2506721952614
"7521",-102.251860907804,51.2506721952614
"7531",-101.751860907804,51.2506721952614
"7541",-101.251860907804,51.2506721952614
"7551",-100.751860907804,51.2506721952614
"7571",-99.751860907804,51.2506721952614
"7581",-99.251860907804,51.2506721952614
"8501",-123.251860907804,50.7506721952614
"8511",-122.751860907804,50.7506721952614
"8521",-122.251860907804,50.7506721952614
"8531",-121.751860907804,50.7506721952614
"8541",-121.251860907804,50.7506721952614
"8551",-120.751860907804,50.7506721952614
"8571",-119.751860907804,50.7506721952614
"8591",-118.751860907804,50.7506721952614
"8601",-118.251860907804,50.7506721952614
"8611",-117.751860907804,50.7506721952614
"8621",-117.251860907804,50.7506721952614
"8631",-116.751860907804,50.7506721952614
"8641",-116.251860907804,50.7506721952614
"8651",-115.751860907804,50.7506721952614
"8661",-115.251860907804,50.7506721952614
"8671",-114.751860907804,50.7506721952614
"8681",-114.251860907804,50.7506721952614
"8691",-113.751860907804,50.7506721952614
"8701",-113.251860907804,50.7506721952614
"8711",-112.751860907804,50.7506721952614
"8721",-112.251860907804,50.7506721952614
"8731",-111.751860907804,50.7506721952614
"8741",-111.251860907804,50.7506721952614
"8751",-110.751860907804,50.7506721952614
"8761",-110.251860907804,50.7506721952614
"8771",-109.751860907804,50.7506721952614
"8781",-109.251860907804,50.7506721952614
"8791",-108.751860907804,50.7506721952614
"8801",-108.251860907804,50.7506721952614
"8811",-107.751860907804,50.7506721952614
"8821",-107.251860907804,50.7506721952614
"8831",-106.751860907804,50.7506721952614
"8841",-106.251860907804,50.7506721952614
"8851",-105.751860907804,50.7506721952614
"8861",-105.251860907804,50.7506721952614
"8871",-104.751860907804,50.7506721952614
"8881",-104.251860907804,50.7506721952614
"8891",-103.751860907804,50.7506721952614
"8901",-103.251860907804,50.7506721952614
"8911",-102.751860907804,50.7506721952614
"8921",-102.251860907804,50.7506721952614
"8931",-101.751860907804,50.7506721952614
"8941",-101.251860907804,50.7506721952614
"8951",-100.751860907804,50.7506721952614
"8961",-100.251860907804,50.7506721952614
"8981",-99.251860907804,50.7506721952614
"8991",-98.751860907804,50.7506721952614
"9001",-98.251860907804,50.7506721952614
"9011",-97.751860907804,50.7506721952614
"9021",-97.251860907804,50.7506721952614
"9031",-96.751860907804,50.7506721952614
"9041",-96.251860907804,50.7506721952614
"9051",-95.751860907804,50.7506721952614
"9061",-95.251860907804,50.7506721952614
"9881",-124.251860907804,50.2506721952614
"9891",-123.751860907804,50.2506721952614
"9901",-123.251860907804,50.2506721952614
"9911",-122.751860907804,50.2506721952614
"992",-122.251860907804,50.2506721952614
"9931",-121.751860907804,50.2506721952614
"994",-121.251860907804,50.2506721952614
"995",-120.751860907804,50.2506721952614
"9961",-120.251860907804,50.2506721952614
"9971",-119.751860907804,50.2506721952614
"9991",-118.751860907804,50.2506721952614
"10001",-118.251860907804,50.2506721952614
"10021",-117.251860907804,50.2506721952614
"10031",-116.751860907804,50.2506721952614
"10041",-116.251860907804,50.2506721952614
"10051",-115.751860907804,50.2506721952614
"1006",-115.251860907804,50.2506721952614
"10071",-114.751860907804,50.2506721952614
"10081",-114.251860907804,50.2506721952614
"10091",-113.751860907804,50.2506721952614
"10101",-113.251860907804,50.2506721952614
"1011",-112.751860907804,50.2506721952614
"10121",-112.251860907804,50.2506721952614
"10131",-111.751860907804,50.2506721952614
"10141",-111.251860907804,50.2506721952614
"10161",-110.251860907804,50.2506721952614
"10171",-109.751860907804,50.2506721952614
"10181",-109.251860907804,50.2506721952614
"10191",-108.751860907804,50.2506721952614
"10201",-108.251860907804,50.2506721952614
"10211",-107.751860907804,50.2506721952614
"10221",-107.251860907804,50.2506721952614
"10231",-106.751860907804,50.2506721952614
"10241",-106.251860907804,50.2506721952614
"10251",-105.751860907804,50.2506721952614
"10261",-105.251860907804,50.2506721952614
"10281",-104.251860907804,50.2506721952614
"10291",-103.751860907804,50.2506721952614
"10301",-103.251860907804,50.2506721952614
"10311",-102.751860907804,50.2506721952614
"10321",-102.251860907804,50.2506721952614
"10331",-101.751860907804,50.2506721952614
"10341",-101.251860907804,50.2506721952614
"10351",-100.751860907804,50.2506721952614
"1036",-100.251860907804,50.2506721952614
"10381",-99.251860907804,50.2506721952614
"10391",-98.751860907804,50.2506721952614
"10411",-97.751860907804,50.2506721952614
"10431",-96.751860907804,50.2506721952614
"10441",-96.251860907804,50.2506721952614
"10461",-95.251860907804,50.2506721952614
"1047",-94.751860907804,50.2506721952614
"10481",-94.251860907804,50.2506721952614
"10491",-93.751860907804,50.2506721952614
"10501",-93.2518609078039,50.2506721952614
"10511",-92.7518609078039,50.2506721952614
"10521",-92.2518609078039,50.2506721952614
"10531",-91.7518609078039,50.2506721952614
"10541",-91.2518609078039,50.2506721952614
"11281",-124.251860907804,49.7506721952614
"11291",-123.751860907804,49.7506721952614
"11311",-122.751860907804,49.7506721952614
"11321",-122.251860907804,49.7506721952614
"11331",-121.751860907804,49.7506721952614
"11341",-121.251860907804,49.7506721952614
"11351",-120.751860907804,49.7506721952614
"11361",-120.251860907804,49.7506721952614
"11391",-118.751860907804,49.7506721952614
"11411",-117.751860907804,49.7506721952614
"11421",-117.251860907804,49.7506721952614
"11431",-116.751860907804,49.7506721952614
"11441",-116.251860907804,49.7506721952614
"11451",-115.751860907804,49.7506721952614
"11461",-115.251860907804,49.7506721952614
"11471",-114.751860907804,49.7506721952614
"11481",-114.251860907804,49.7506721952614
"11491",-113.751860907804,49.7506721952614
"11501",-113.251860907804,49.7506721952614
"11511",-112.751860907804,49.7506721952614
"11521",-112.251860907804,49.7506721952614
"11531",-111.751860907804,49.7506721952614
"11541",-111.251860907804,49.7506721952614
"11551",-110.751860907804,49.7506721952614
"11561",-110.251860907804,49.7506721952614
"11581",-109.251860907804,49.7506721952614
"11591",-108.751860907804,49.7506721952614
"11601",-108.251860907804,49.7506721952614
"11611",-107.751860907804,49.7506721952614
"11621",-107.251860907804,49.7506721952614
"11631",-106.751860907804,49.7506721952614
"11641",-106.251860907804,49.7506721952614
"11651",-105.751860907804,49.7506721952614
"11661",-105.251860907804,49.7506721952614
"11671",-104.751860907804,49.7506721952614
"11681",-104.251860907804,49.7506721952614
"11691",-103.751860907804,49.7506721952614
"11701",-103.251860907804,49.7506721952614
"11711",-102.751860907804,49.7506721952614
"11721",-102.251860907804,49.7506721952614
"11731",-101.751860907804,49.7506721952614
"11741",-101.251860907804,49.7506721952614
"11751",-100.751860907804,49.7506721952614
"11761",-100.251860907804,49.7506721952614
"11791",-98.751860907804,49.7506721952614
"11801",-98.251860907804,49.7506721952614
"11811",-97.751860907804,49.7506721952614
"11831",-96.751860907804,49.7506721952614
"11841",-96.251860907804,49.7506721952614
"11851",-95.751860907804,49.7506721952614
"11861",-95.251860907804,49.7506721952614
"11871",-94.751860907804,49.7506721952614
"11891",-93.751860907804,49.7506721952614
"11901",-93.2518609078039,49.7506721952614
"11921",-92.2518609078039,49.7506721952614
"11931",-91.7518609078039,49.7506721952614
"11941",-91.2518609078039,49.7506721952614
"11951",-90.7518609078039,49.7506721952614
"11961",-90.2518609078039,49.7506721952614
"11971",-89.7518609078039,49.7506721952614
"12421",-67.2518609078039,49.7506721952614
"12651",-125.751860907804,49.2506721952614
"12661",-125.251860907804,49.2506721952614
"12681",-124.251860907804,49.2506721952614
"1272",-122.251860907804,49.2506721952614
"12741",-121.251860907804,49.2506721952614
"12751",-120.751860907804,49.2506721952614
"12761",-120.251860907804,49.2506721952614
"12781",-119.251860907804,49.2506721952614
"1279",-118.751860907804,49.2506721952614
"12801",-118.251860907804,49.2506721952614
"12811",-117.751860907804,49.2506721952614
"12821",-117.251860907804,49.2506721952614
"12831",-116.751860907804,49.2506721952614
"12841",-116.251860907804,49.2506721952614
"12861",-115.251860907804,49.2506721952614
"12871",-114.751860907804,49.2506721952614
"12881",-114.251860907804,49.2506721952614
"12891",-113.751860907804,49.2506721952614
"12901",-113.251860907804,49.2506721952614
"12911",-112.751860907804,49.2506721952614
"12921",-112.251860907804,49.2506721952614
"12931",-111.751860907804,49.2506721952614
"12941",-111.251860907804,49.2506721952614
"12951",-110.751860907804,49.2506721952614
"12961",-110.251860907804,49.2506721952614
"12971",-109.751860907804,49.2506721952614
"12981",-109.251860907804,49.2506721952614
"12991",-108.751860907804,49.2506721952614
"13001",-108.251860907804,49.2506721952614
"13011",-107.751860907804,49.2506721952614
"13021",-107.251860907804,49.2506721952614
"13031",-106.751860907804,49.2506721952614
"13041",-106.251860907804,49.2506721952614
"13051",-105.751860907804,49.2506721952614
"13061",-105.251860907804,49.2506721952614
"13071",-104.751860907804,49.2506721952614
"13081",-104.251860907804,49.2506721952614
"13091",-103.751860907804,49.2506721952614
"13101",-103.251860907804,49.2506721952614
"13111",-102.751860907804,49.2506721952614
"13121",-102.251860907804,49.2506721952614
"13131",-101.751860907804,49.2506721952614
"13151",-100.751860907804,49.2506721952614
"13161",-100.251860907804,49.2506721952614
"13171",-99.751860907804,49.2506721952614
"13181",-99.251860907804,49.2506721952614
"13191",-98.751860907804,49.2506721952614
"1320",-98.251860907804,49.2506721952614
"1322",-97.251860907804,49.2506721952614
"13231",-96.751860907804,49.2506721952614
"13241",-96.251860907804,49.2506721952614
"1325",-95.751860907804,49.2506721952614
"13261",-95.251860907804,49.2506721952614
"1327",-94.751860907804,49.2506721952614
"1328",-94.251860907804,49.2506721952614
"13291",-93.751860907804,49.2506721952614
"1330",-93.2518609078039,49.2506721952614
"13311",-92.7518609078039,49.2506721952614
"13321",-92.2518609078039,49.2506721952614
"13341",-91.2518609078039,49.2506721952614
"13351",-90.7518609078039,49.2506721952614
"13361",-90.2518609078039,49.2506721952614
"13371",-89.7518609078039,49.2506721952614
"13381",-89.2518609078039,49.2506721952614
"13391",-88.7518609078039,49.2506721952614
"13761",-70.2518609078039,49.2506721952614
"13771",-69.7518609078039,49.2506721952614
"13781",-69.2518609078039,49.2506721952614
"13791",-68.7518609078039,49.2506721952614
"13801",-68.2518609078039,49.2506721952614
"13811",-67.7518609078039,49.2506721952614
"13841",-66.2518609078039,49.2506721952614
"13851",-65.7518609078039,49.2506721952614
"13861",-65.2518609078039,49.2506721952614
"13871",-64.7518609078039,49.2506721952614
"14051",-125.751860907804,48.7506721952614
"14071",-124.751860907804,48.7506721952614
"14081",-124.251860907804,48.7506721952614
"14121",-122.251860907804,48.7506721952614
"14131",-121.751860907804,48.7506721952614
"14151",-120.751860907804,48.7506721952614
"14161",-120.251860907804,48.7506721952614
"14171",-119.751860907804,48.7506721952614
"14181",-119.251860907804,48.7506721952614
"14191",-118.751860907804,48.7506721952614
"14201",-118.251860907804,48.7506721952614
"14211",-117.751860907804,48.7506721952614
"14221",-117.251860907804,48.7506721952614
"14231",-116.751860907804,48.7506721952614
"14241",-116.251860907804,48.7506721952614
"14251",-115.751860907804,48.7506721952614
"14261",-115.251860907804,48.7506721952614
"14271",-114.751860907804,48.7506721952614
"14281",-114.251860907804,48.7506721952614
"14301",-113.251860907804,48.7506721952614
"14311",-112.751860907804,48.7506721952614
"14321",-112.251860907804,48.7506721952614
"14331",-111.751860907804,48.7506721952614
"14341",-111.251860907804,48.7506721952614
"14351",-110.751860907804,48.7506721952614
"14361",-110.251860907804,48.7506721952614
"14371",-109.751860907804,48.7506721952614
"14381",-109.251860907804,48.7506721952614
"14391",-108.751860907804,48.7506721952614
"1440",-108.251860907804,48.7506721952614
"1441",-107.751860907804,48.7506721952614
"1442",-107.251860907804,48.7506721952614
"14431",-106.751860907804,48.7506721952614
"14441",-106.251860907804,48.7506721952614
"14451",-105.751860907804,48.7506721952614
"14461",-105.251860907804,48.7506721952614
"14471",-104.751860907804,48.7506721952614
"14481",-104.251860907804,48.7506721952614
"14491",-103.751860907804,48.7506721952614
"14501",-103.251860907804,48.7506721952614
"14511",-102.751860907804,48.7506721952614
"14531",-101.751860907804,48.7506721952614
"14541",-101.251860907804,48.7506721952614
"14561",-100.251860907804,48.7506721952614
"14571",-99.751860907804,48.7506721952614
"1458",-99.251860907804,48.7506721952614
"14591",-98.751860907804,48.7506721952614
"14601",-98.251860907804,48.7506721952614
"14611",-97.751860907804,48.7506721952614
"14621",-97.251860907804,48.7506721952614
"14631",-96.751860907804,48.7506721952614
"14641",-96.251860907804,48.7506721952614
"14661",-95.251860907804,48.7506721952614
"14681",-94.251860907804,48.7506721952614
"14691",-93.751860907804,48.7506721952614
"14701",-93.2518609078039,48.7506721952614
"14711",-92.7518609078039,48.7506721952614
"14721",-92.2518609078039,48.7506721952614
"14741",-91.2518609078039,48.7506721952614
"14751",-90.7518609078039,48.7506721952614
"14761",-90.2518609078039,48.7506721952614
"1477",-89.7518609078039,48.7506721952614
"1478",-89.2518609078039,48.7506721952614
"1479",-88.7518609078039,48.7506721952614
"15131",-71.7518609078039,48.7506721952614
"15141",-71.2518609078039,48.7506721952614
"1515",-70.7518609078039,48.7506721952614
"1516",-70.2518609078039,48.7506721952614
"1517",-69.7518609078039,48.7506721952614
"1518",-69.2518609078039,48.7506721952614
"1519",-68.7518609078039,48.7506721952614
"1521",-67.7518609078039,48.7506721952614
"1522",-67.2518609078039,48.7506721952614
"1523",-66.7518609078039,48.7506721952614
"1524",-66.2518609078039,48.7506721952614
"1525",-65.7518609078039,48.7506721952614
"1526",-65.2518609078039,48.7506721952614
"1527",-64.7518609078039,48.7506721952614
"1547",-124.751860907804,48.2506721952614
"1548",-124.251860907804,48.2506721952614
"1553",-121.751860907804,48.2506721952614
"1554",-121.251860907804,48.2506721952614
"1555",-120.751860907804,48.2506721952614
"1557",-119.751860907804,48.2506721952614
"1558",-119.251860907804,48.2506721952614
"1559",-118.751860907804,48.2506721952614
"1560",-118.251860907804,48.2506721952614
"1561",-117.751860907804,48.2506721952614
"1562",-117.251860907804,48.2506721952614
"1564",-116.251860907804,48.2506721952614
"1567",-114.751860907804,48.2506721952614
"1569",-113.751860907804,48.2506721952614
"1570",-113.251860907804,48.2506721952614
"1571",-112.751860907804,48.2506721952614
"1572",-112.251860907804,48.2506721952614
"1573",-111.751860907804,48.2506721952614
"1574",-111.251860907804,48.2506721952614
"1576",-110.251860907804,48.2506721952614
"1577",-109.751860907804,48.2506721952614
"1578",-109.251860907804,48.2506721952614
"1579",-108.751860907804,48.2506721952614
"1580",-108.251860907804,48.2506721952614
"1582",-107.251860907804,48.2506721952614
"1583",-106.751860907804,48.2506721952614
"1585",-105.751860907804,48.2506721952614
"1586",-105.251860907804,48.2506721952614
"1587",-104.751860907804,48.2506721952614
"1588",-104.251860907804,48.2506721952614
"1589",-103.751860907804,48.2506721952614
"1590",-103.251860907804,48.2506721952614
"1591",-102.751860907804,48.2506721952614
"1592",-102.251860907804,48.2506721952614
"1595",-100.751860907804,48.2506721952614
"1596",-100.251860907804,48.2506721952614
"1597",-99.751860907804,48.2506721952614
"1598",-99.251860907804,48.2506721952614
"1599",-98.751860907804,48.2506721952614
"1600",-98.251860907804,48.2506721952614
"1601",-97.751860907804,48.2506721952614
"1602",-97.251860907804,48.2506721952614
"1604",-96.251860907804,48.2506721952614
"1605",-95.751860907804,48.2506721952614
"1606",-95.251860907804,48.2506721952614
"1608",-94.251860907804,48.2506721952614
"1609",-93.751860907804,48.2506721952614
"1610",-93.2518609078039,48.2506721952614
"1611",-92.7518609078039,48.2506721952614
"1612",-92.2518609078039,48.2506721952614
"1613",-91.7518609078039,48.2506721952614
"1614",-91.2518609078039,48.2506721952614
"1615",-90.7518609078039,48.2506721952614
"1616",-90.2518609078039,48.2506721952614
"1617",-89.7518609078039,48.2506721952614
"1650",-73.2518609078039,48.2506721952614
"1651",-72.7518609078039,48.2506721952614
"1652",-72.2518609078039,48.2506721952614
"1653",-71.7518609078039,48.2506721952614
"1655",-70.7518609078039,48.2506721952614
"1656",-70.2518609078039,48.2506721952614
"1658",-69.2518609078039,48.2506721952614
"1659",-68.7518609078039,48.2506721952614
"1660",-68.2518609078039,48.2506721952614
"1661",-67.7518609078039,48.2506721952614
"1662",-67.2518609078039,48.2506721952614
"1663",-66.7518609078039,48.2506721952614
"1664",-66.2518609078039,48.2506721952614
"1666",-65.2518609078039,48.2506721952614
"1667",-64.7518609078039,48.2506721952614
"1688",-124.251860907804,47.7506721952614
"1689",-123.751860907804,47.7506721952614
"1690",-123.251860907804,47.7506721952614
"1694",-121.251860907804,47.7506721952614
"1695",-120.751860907804,47.7506721952614
"1696",-120.251860907804,47.7506721952614
"1697",-119.751860907804,47.7506721952614
"1698",-119.251860907804,47.7506721952614
"1699",-118.751860907804,47.7506721952614
"1700",-118.251860907804,47.7506721952614
"1701",-117.751860907804,47.7506721952614
"1703",-116.751860907804,47.7506721952614
"1704",-116.251860907804,47.7506721952614
"1705",-115.751860907804,47.7506721952614
"1706",-115.251860907804,47.7506721952614
"1707",-114.751860907804,47.7506721952614
"1708",-114.251860907804,47.7506721952614
"1709",-113.751860907804,47.7506721952614
"1710",-113.251860907804,47.7506721952614
"1711",-112.751860907804,47.7506721952614
"1712",-112.251860907804,47.7506721952614
"1713",-111.751860907804,47.7506721952614
"1714",-111.251860907804,47.7506721952614
"1715",-110.751860907804,47.7506721952614
"1716",-110.251860907804,47.7506721952614
"1717",-109.751860907804,47.7506721952614
"1718",-109.251860907804,47.7506721952614
"1720",-108.251860907804,47.7506721952614
"1721",-107.751860907804,47.7506721952614
